6 0.000107
12 0.000203
18 0.000191
24 0.000203
30 0.000393
36 0.000393
42 0.000429
48 0.000584
54 0.000811
60 0.000834
66 0.000858
72 0.000811
78 0.001097
84 0.001109
90 0.001132
