6 0.000048
12 0.000167
18 0.000095
24 0.000143
30 0.000226
36 0.000298
42 0.000203
48 0.000191
54 0.000143
60 0.000155
66 0.000107
72 0.000286
78 0.000250
84 0.000107
90 0.000215
