6 0.001884
12 0.002325
18 0.002825
24 0.003302
30 0.004399
36 0.004697
42 0.005603
48 0.027382
54 0.049448
60 0.072277
66 0.104713
72 0.131452
78 0.166106
84 0.183415
90 0.192869
