6 0.000095
12 0.000334
18 0.000107
24 0.000143
30 0.000191
36 0.000250
42 0.000203
48 0.000143
54 0.000048
60 0.000250
66 0.000250
72 0.000405
78 0.000191
84 0.000322
90 0.000250
